customer_id,segment_name,recency,frequency,monetary,ticket_count,sessions_30d
CUST00495,Potential Loyalists,45,2,2001.5900000000001,0.0,4
CUST00496,Potential Loyalists,35,1,1586.18,0.0,4
CUST00497,At Risk,159,1,1724.62,0.0,1
CUST00498,Potential Loyalists,24,2,970.31,0.0,3
CUST00499,Potential Loyalists,18,3,2917.37,1.0,1
CUST00500,Potential Loyalists,43,3,3208.81,0.0,10
CUST00501,Champions,20,4,2834.75,1.0,4
CUST00502,Potential Loyalists,17,2,1615.2400000000002,0.0,13
CUST00503,Loyal Customers,48,7,4458.49,3.0,4
CUST00504,Potential Loyalists,15,1,1602.01,0.0,9
CUST00505,At Risk,125,1,1027.23,0.0,9
CUST00506,Champions,38,9,8243.95,4.0,0
CUST00507,At Risk,120,2,3345.6800000000003,0.0,1
CUST00508,At Risk,148,1,717.51,0.0,6
CUST00509,Potential Loyalists,21,1,954.21,0.0,9
CUST00510,Loyal Customers,162,4,3630.48,1.0,4
CUST00511,Champions,5,4,2778.7,1.0,18
CUST00512,Champions,16,4,2468.63,1.0,6
CUST00513,Champions,27,8,5289.39,3.0,6
CUST00514,At Risk,93,1,1687.55,0.0,11
CUST00515,Potential Loyalists,6,2,1540.13,1.0,2
CUST00516,Potential Loyalists,27,1,623.59,0.0,9
CUST00517,Loyal Customers,59,5,2777.25,2.0,2
CUST00518,Potential Loyalists,23,1,226.9,0.0,5
CUST00519,Potential Loyalists,81,1,412.42,0.0,0
CUST00520,Champions,2,5,3130.28,0.0,2
CUST00521,Champions,42,7,3626.0699999999997,1.0,5
CUST00522,At Risk,462,1,1688.22,0.0,1
CUST00523,Potential Loyalists,29,3,2606.67,1.0,7
CUST00524,Champions,11,10,7161.96,2.0,10
CUST00525,Loyal Customers,220,4,1916.75,0.0,1
CUST00526,Potential Loyalists,2,1,1131.41,0.0,6
CUST00527,Loyal Customers,113,6,5554.469999999999,0.0,1
CUST00528,Potential Loyalists,14,1,556.1,0.0,12
CUST00529,Potential Loyalists,63,1,1129.52,1.0,11
CUST00530,Potential Loyalists,57,3,2183.4300000000003,0.0,2
CUST00531,Potential Loyalists,43,2,648.41,1.0,1
CUST00532,Loyal Customers,118,4,4895.42,1.0,1
CUST00533,Potential Loyalists,4,1,149.0,1.0,9
CUST00534,Loyal Customers,74,5,3110.46,1.0,4
CUST00535,Loyal Customers,138,5,5156.9,0.0,5
CUST00536,Loyal Customers,55,4,4432.75,0.0,14
CUST00537,Potential Loyalists,2,1,447.58,0.0,4
CUST00538,Loyal Customers,70,6,4026.69,0.0,5
CUST00539,Loyal Customers,65,8,7874.25,3.0,1
CUST00540,Loyal Customers,56,7,5087.94,3.0,3
CUST00541,Loyal Customers,132,5,3404.94,1.0,1
CUST00542,Potential Loyalists,54,1,576.88,0.0,1
CUST00543,Loyal Customers,197,4,2320.55,0.0,2
CUST00544,Potential Loyalists,85,2,2284.46,0.0,6
CUST00545,Potential Loyalists,1,1,603.57,1.0,9
CUST00546,Potential Loyalists,3,2,2127.37,0.0,12
CUST00547,Potential Loyalists,39,1,1001.24,1.0,6
CUST00548,At Risk,165,1,858.7,0.0,6
CUST00549,At Risk,132,2,1035.57,1.0,1
CUST00550,Potential Loyalists,11,1,525.8,0.0,0
CUST00551,Potential Loyalists,25,3,1964.0,0.0,10
CUST00552,Potential Loyalists,4,1,567.45,0.0,12
CUST00553,Loyal Customers,293,4,3183.11,0.0,2
CUST00554,Potential Loyalists,7,3,1402.26,0.0,10
CUST00555,Potential Loyalists,45,3,1924.03,2.0,3
CUST00556,Potential Loyalists,26,1,936.16,1.0,1
CUST00557,Champions,16,6,4460.42,1.0,17
CUST00558,At Risk,399,2,679.0699999999999,0.0,1
CUST00559,Potential Loyalists,1,2,1344.49,0.0,2
CUST00560,At Risk,231,1,1135.13,0.0,1
CUST00561,Potential Loyalists,4,1,256.33,1.0,16
CUST00562,At Risk,259,2,899.8599999999999,2.0,1
CUST00563,At Risk,105,2,887.86,0.0,1
CUST00564,Loyal Customers,130,8,4592.1900000000005,3.0,10
CUST00565,Potential Loyalists,39,1,275.55,0.0,10
CUST00566,Potential Loyalists,22,1,657.76,0.0,25
CUST00567,Champions,3,8,4922.05,1.0,9
CUST00568,Potential Loyalists,34,1,482.12,0.0,3
CUST00569,At Risk,113,1,430.0,0.0,7
CUST00570,At Risk,168,3,2545.7200000000003,1.0,0
CUST00571,Potential Loyalists,32,1,598.14,1.0,5
CUST00572,Loyal Customers,51,6,3305.75,0.0,8
CUST00573,Loyal Customers,125,5,2912.39,1.0,0
CUST00574,Champions,5,7,5871.91,1.0,14
CUST00575,Potential Loyalists,83,1,548.72,1.0,6
CUST00576,Potential Loyalists,46,2,799.27,0.0,15
CUST00577,Loyal Customers,72,5,3560.2299999999996,1.0,7
CUST00578,At Risk,376,2,3054.7200000000003,0.0,2
CUST00579,Potential Loyalists,10,1,301.68,0.0,1
CUST00580,Potential Loyalists,74,1,713.84,0.0,4
CUST00581,Potential Loyalists,76,2,1527.79,0.0,0
CUST00582,At Risk,286,1,392.06,1.0,2
CUST00583,Loyal Customers,263,4,3652.46,1.0,2
CUST00584,Potential Loyalists,83,1,591.05,0.0,9
CUST00585,Loyal Customers,113,8,5368.63,2.0,15
CUST00586,Loyal Customers,128,4,1853.61,2.0,1
CUST00587,Potential Loyalists,18,1,275.79,0.0,10
CUST00588,Potential Loyalists,76,1,649.95,0.0,6
CUST00589,Loyal Customers,71,5,4196.7699999999995,1.0,4
CUST00590,At Risk,140,3,3961.05,2.0,7
CUST00591,Potential Loyalists,69,2,1767.15,1.0,2
CUST00592,Potential Loyalists,20,2,1084.48,0.0,3
CUST00593,Champions,29,5,3602.31,1.0,9
CUST00594,At Risk,91,1,448.78,0.0,0
CUST00595,Champions,20,5,2849.27,0.0,9
CUST00596,Loyal Customers,50,4,2927.96,3.0,13
CUST00597,Loyal Customers,52,4,3041.18,2.0,0
CUST00598,Potential Loyalists,7,2,1082.0300000000002,0.0,20
CUST00599,Loyal Customers,169,4,2898.52,1.0,2
CUST00600,At Risk,263,3,1248.1399999999999,0.0,3
CUST00601,Potential Loyalists,70,1,537.85,0.0,8
CUST00602,At Risk,91,1,171.18,0.0,5
CUST00603,Champions,10,9,4869.21,4.0,12
CUST00604,At Risk,90,1,761.72,0.0,2
CUST00605,Loyal Customers,160,5,3199.79,2.0,8
CUST00606,At Risk,120,1,240.15,0.0,7
CUST00607,At Risk,249,3,2332.76,0.0,9
CUST00608,Potential Loyalists,27,3,2455.49,1.0,7
CUST00609,Champions,6,5,4581.16,2.0,6
CUST00610,Champions,22,5,3975.59,2.0,10
CUST00611,Loyal Customers,235,4,3472.66,3.0,5
CUST00612,Potential Loyalists,48,2,2120.98,0.0,9
CUST00613,Champions,4,6,4895.57,2.0,14
CUST00614,At Risk,196,1,267.96,0.0,1
CUST00615,Potential Loyalists,34,1,446.03,1.0,4
CUST00616,Champions,36,5,2628.3,1.0,10
CUST00617,Champions,14,10,5456.37,5.0,8
CUST00618,At Risk,92,2,1570.53,0.0,8
CUST00619,Champions,2,5,2211.2000000000003,0.0,8
CUST00620,At Risk,90,1,449.48,1.0,17
CUST00621,At Risk,92,1,348.53,0.0,6
CUST00622,At Risk,180,3,2009.7800000000002,0.0,1
CUST00623,Loyal Customers,108,4,1945.71,2.0,18
CUST00624,At Risk,232,1,270.09,0.0,4
CUST00625,Loyal Customers,66,4,2155.58,0.0,2
CUST00626,Potential Loyalists,9,2,1214.38,1.0,12
CUST00627,Potential Loyalists,75,3,2765.27,1.0,6
CUST00628,Loyal Customers,59,4,1509.63,2.0,9
CUST00629,Potential Loyalists,44,1,442.4,0.0,2
CUST00630,At Risk,93,3,2512.7,0.0,20
CUST00631,Loyal Customers,68,10,6076.9,2.0,0
CUST00632,Potential Loyalists,61,1,1078.63,0.0,11
CUST00633,Potential Loyalists,33,1,1619.36,0.0,4
CUST00634,Loyal Customers,118,4,1711.76,2.0,1
CUST00635,At Risk,134,1,1016.46,0.0,1
CUST00636,Potential Loyalists,72,2,2158.95,0.0,1
CUST00637,Loyal Customers,60,5,5246.29,1.0,1
CUST00638,Loyal Customers,173,6,3093.33,0.0,0
CUST00639,At Risk,369,3,2753.19,0.0,1
CUST00640,At Risk,130,1,641.86,0.0,0
CUST00641,Champions,35,6,5481.38,1.0,5
CUST00642,Potential Loyalists,18,3,1654.45,0.0,4
CUST00643,At Risk,155,1,1091.34,0.0,14
CUST00644,Loyal Customers,78,7,3822.27,0.0,0
CUST00645,At Risk,252,3,2730.59,2.0,0
CUST00646,Loyal Customers,117,6,5934.01,1.0,5
CUST00647,Potential Loyalists,64,1,507.52,1.0,2
CUST00648,Potential Loyalists,31,1,1298.17,0.0,3
CUST00649,Loyal Customers,124,6,3181.62,4.0,5
CUST00650,Potential Loyalists,59,3,2622.0099999999998,0.0,6
CUST00651,Champions,34,7,5105.77,0.0,6
CUST00652,Loyal Customers,75,4,4491.29,0.0,13
CUST00653,Potential Loyalists,32,2,2037.83,0.0,19
CUST00654,Champions,8,6,5827.77,2.0,8
CUST00655,Loyal Customers,79,8,5295.41,0.0,0
CUST00656,Loyal Customers,67,4,3207.37,1.0,16
CUST00657,Loyal Customers,63,4,1287.49,1.0,5
CUST00658,At Risk,219,2,2355.97,1.0,3
CUST00659,Potential Loyalists,16,1,883.27,0.0,21
CUST00660,Potential Loyalists,43,1,573.43,0.0,7
CUST00661,At Risk,180,3,1105.96,1.0,1
CUST00662,At Risk,124,1,852.96,0.0,2
CUST00663,Loyal Customers,64,8,5700.78,2.0,14
CUST00664,Potential Loyalists,20,1,237.27,1.0,1
CUST00665,Champions,35,9,6480.29,2.0,3
CUST00666,Potential Loyalists,3,1,540.99,1.0,1
CUST00667,Champions,25,5,5036.26,2.0,7
CUST00668,Potential Loyalists,42,2,952.4100000000001,0.0,3
CUST00669,Potential Loyalists,57,3,2774.7599999999998,0.0,1
CUST00670,Loyal Customers,242,4,3756.69,1.0,0
CUST00671,Champions,2,8,5453.93,1.0,13
CUST00672,At Risk,141,1,434.37,0.0,10
CUST00673,At Risk,118,1,1297.2,0.0,1
CUST00674,Loyal Customers,56,8,4178.67,0.0,14
CUST00675,Loyal Customers,130,5,6478.51,0.0,8
CUST00676,Potential Loyalists,6,1,714.17,1.0,9
CUST00677,Potential Loyalists,6,1,291.61,0.0,1
CUST00678,At Risk,196,2,1145.87,0.0,1
CUST00679,Loyal Customers,83,8,6252.95,2.0,3
CUST00680,At Risk,215,1,1087.83,0.0,1
CUST00681,At Risk,211,1,1372.4,1.0,1
CUST00682,Potential Loyalists,19,1,1238.23,1.0,6
CUST00683,Potential Loyalists,0,3,3422.7,2.0,7
CUST00684,Loyal Customers,140,4,2472.73,1.0,2
CUST00685,Potential Loyalists,2,1,1158.09,0.0,3
CUST00686,At Risk,127,3,1409.0900000000001,0.0,21
CUST00687,Loyal Customers,117,5,4129.24,0.0,1
CUST00688,Champions,13,5,3552.34,1.0,1
CUST00689,Loyal Customers,70,4,4514.3099999999995,0.0,13
CUST00690,Champions,4,5,5697.91,1.0,11
CUST00691,Potential Loyalists,61,3,2927.57,0.0,14
CUST00692,Potential Loyalists,58,3,1850.73,0.0,0
CUST00693,Loyal Customers,147,5,6136.5,2.0,0
CUST00694,Potential Loyalists,74,1,345.14,0.0,14
CUST00695,At Risk,198,1,616.85,1.0,4
CUST00696,Champions,40,5,4814.21,1.0,1
CUST00697,Loyal Customers,247,4,3657.69,1.0,1
CUST00698,Champions,14,8,5318.95,4.0,11
CUST00699,Loyal Customers,47,4,2191.5099999999998,0.0,15
CUST00700,Loyal Customers,49,4,3589.62,0.0,1
CUST00701,Loyal Customers,122,5,6476.26,1.0,10
CUST00702,Loyal Customers,77,6,8044.75,2.0,2
CUST00703,At Risk,104,1,360.06,0.0,3
CUST00704,Champions,22,4,3057.83,1.0,12
CUST00705,Potential Loyalists,12,1,872.61,1.0,1
CUST00706,Potential Loyalists,2,1,439.07,0.0,2
CUST00707,At Risk,189,3,2254.12,2.0,10
CUST00708,Champions,45,6,5342.67,1.0,5
CUST00709,At Risk,129,1,1966.47,0.0,0
CUST00710,Champions,16,8,5514.42,2.0,8
CUST00711,Champions,19,8,5430.3,2.0,10
CUST00712,Champions,4,4,1928.79,1.0,2
CUST00713,Champions,3,9,9076.15,3.0,10
CUST00714,Champions,40,6,2681.75,1.0,2
CUST00715,Potential Loyalists,25,3,954.63,0.0,4
CUST00716,Champions,6,6,2828.0600000000004,1.0,14
CUST00717,Potential Loyalists,0,1,884.85,0.0,6
CUST00718,At Risk,117,2,697.62,0.0,2
CUST00719,Loyal Customers,168,4,2610.39,1.0,2
CUST00720,Loyal Customers,291,5,3086.61,2.0,1
CUST00721,Potential Loyalists,14,1,1856.99,0.0,8
CUST00722,Potential Loyalists,30,1,256.54,1.0,1
CUST00723,Potential Loyalists,69,1,546.81,0.0,7
CUST00724,Potential Loyalists,8,2,1014.94,0.0,8
CUST00725,At Risk,141,3,2162.5,0.0,0
CUST00726,Loyal Customers,98,10,7976.49,4.0,10
CUST00727,Champions,8,5,3822.01,1.0,10
CUST00728,Potential Loyalists,66,1,396.38,1.0,6
CUST00729,At Risk,140,1,1324.83,0.0,1
CUST00730,At Risk,232,2,1923.08,0.0,3
CUST00731,At Risk,136,2,1457.58,0.0,2
CUST00732,Potential Loyalists,6,1,402.61,1.0,6
CUST00733,Potential Loyalists,66,3,1661.19,0.0,5
CUST00734,Loyal Customers,89,5,4981.82,2.0,6
CUST00735,Champions,12,4,1973.4,1.0,1
CUST00736,Potential Loyalists,66,3,1727.68,0.0,3
CUST00737,Potential Loyalists,24,1,872.88,0.0,1
CUST00738,Potential Loyalists,78,1,545.24,1.0,8
CUST00739,Potential Loyalists,24,1,1047.95,0.0,8
CUST00740,Loyal Customers,261,5,4065.24,1.0,5
CUST00741,At Risk,225,3,1798.7,0.0,3
CUST00742,Potential Loyalists,49,2,1288.91,0.0,5
CUST00743,Champions,1,5,2957.78,1.0,3
CUST00744,Potential Loyalists,65,2,1108.58,0.0,2
CUST00745,Potential Loyalists,1,1,1077.53,0.0,14
CUST00746,At Risk,177,2,1625.12,0.0,0
CUST00747,Potential Loyalists,11,1,1123.87,1.0,13
CUST00748,Loyal Customers,58,7,4244.5,1.0,5
CUST00749,Potential Loyalists,11,2,1514.65,0.0,13
CUST00750,Potential Loyalists,49,3,2474.98,0.0,8
CUST00751,Potential Loyalists,15,1,657.24,0.0,8
CUST00752,At Risk,97,2,1319.5500000000002,1.0,2
CUST00753,At Risk,143,1,1093.17,0.0,9
CUST00754,Potential Loyalists,37,2,3639.05,1.0,18
CUST00755,At Risk,200,2,1585.3600000000001,1.0,12
CUST00756,At Risk,113,3,3223.87,2.0,0
CUST00757,Potential Loyalists,8,3,1807.24,0.0,4
CUST00758,Loyal Customers,78,10,6808.01,0.0,13
CUST00759,Potential Loyalists,38,2,1562.24,0.0,4
CUST00760,At Risk,162,2,1132.19,1.0,1
CUST00761,At Risk,193,2,1069.58,0.0,1
CUST00762,Potential Loyalists,46,2,2784.5699999999997,1.0,8
CUST00763,Loyal Customers,188,4,4210.57,0.0,0
CUST00764,Champions,23,4,3245.93,0.0,8
CUST00765,At Risk,98,3,2692.35,1.0,2
CUST00766,At Risk,166,2,1783.35,0.0,7
CUST00767,Loyal Customers,75,7,3498.46,3.0,7
CUST00768,Potential Loyalists,21,3,2361.23,1.0,3
CUST00769,Champions,18,6,2815.44,2.0,2
CUST00770,Potential Loyalists,27,3,2711.16,1.0,12
CUST00771,At Risk,90,1,456.76,1.0,8
CUST00772,At Risk,190,3,3114.63,0.0,9
CUST00773,Potential Loyalists,71,3,2278.26,1.0,4
CUST00774,At Risk,101,3,1439.8,0.0,2
CUST00775,Potential Loyalists,23,1,1298.92,0.0,8
CUST00776,Loyal Customers,135,4,3024.9399999999996,0.0,0
CUST00777,Potential Loyalists,10,1,720.41,0.0,2
CUST00778,Loyal Customers,331,4,3444.29,1.0,1
CUST00779,Potential Loyalists,6,1,416.15,0.0,3
CUST00780,Champions,36,4,3232.4,3.0,12
CUST00781,Potential Loyalists,49,1,442.8,0.0,4
CUST00782,At Risk,194,1,505.28,0.0,1
CUST00783,Loyal Customers,232,6,4123.36,1.0,3
CUST00784,Champions,45,5,3103.73,0.0,11
CUST00785,Champions,11,6,3144.23,1.0,5
CUST00786,Loyal Customers,150,5,5359.3,3.0,1
CUST00787,Loyal Customers,48,7,5769.13,2.0,2
CUST00788,Potential Loyalists,49,1,1408.44,0.0,8
CUST00789,Potential Loyalists,55,3,1689.1100000000001,0.0,1
CUST00790,Potential Loyalists,78,1,458.83,1.0,9
CUST00791,At Risk,230,1,1187.93,1.0,0
CUST00792,Loyal Customers,148,6,2976.79,1.0,4
CUST00793,At Risk,113,3,2463.2,0.0,1
CUST00794,Loyal Customers,171,5,2824.37,2.0,7
CUST00795,Loyal Customers,138,4,3787.58,0.0,2
CUST00796,At Risk,151,3,5388.48,0.0,8
CUST00797,Champions,9,5,2975.27,0.0,7
CUST00798,Loyal Customers,57,10,6339.86,1.0,8
CUST00799,Loyal Customers,56,6,3798.88,1.0,2
CUST00800,Champions,12,10,9558.37,4.0,7
CUST00801,Potential Loyalists,76,3,3345.79,1.0,1
CUST00802,At Risk,201,1,1787.0,0.0,1
CUST00803,Loyal Customers,53,7,5289.43,1.0,2
CUST00804,Potential Loyalists,14,1,969.91,0.0,7
CUST00805,Potential Loyalists,41,1,780.79,0.0,8
CUST00806,Potential Loyalists,21,1,976.95,0.0,11
CUST00807,At Risk,112,2,1827.0300000000002,0.0,4
CUST00808,Loyal Customers,53,5,2738.81,2.0,16
CUST00809,Potential Loyalists,22,3,1886.26,2.0,12
CUST00810,At Risk,217,1,528.93,0.0,0
CUST00811,Loyal Customers,184,6,3477.9399999999996,0.0,2
CUST00812,At Risk,189,1,383.16,0.0,0
CUST00813,Champions,5,9,9628.83,4.0,11
CUST00814,At Risk,88,3,3998.29,0.0,14
CUST00815,At Risk,137,3,3282.1400000000003,2.0,3
CUST00816,Potential Loyalists,59,2,2688.92,1.0,7
CUST00817,Champions,9,14,11008.85,1.0,13
CUST00818,At Risk,147,1,988.84,1.0,1
CUST00819,Champions,28,4,2164.49,1.0,5
CUST00820,At Risk,189,2,935.6700000000001,0.0,4
CUST00821,At Risk,94,3,1248.56,2.0,6
CUST00822,Loyal Customers,76,6,4218.62,1.0,10
CUST00823,Loyal Customers,146,8,3291.63,3.0,2
CUST00824,Champions,4,4,2566.4900000000002,0.0,4
CUST00825,At Risk,97,1,410.77,0.0,3
CUST00826,Loyal Customers,158,10,8171.4,2.0,9
CUST00827,Potential Loyalists,57,1,1699.04,0.0,4
CUST00828,At Risk,90,1,355.91,0.0,5
CUST00829,Loyal Customers,62,10,6268.52,1.0,9
CUST00830,Potential Loyalists,19,3,1613.9499999999998,0.0,11
CUST00831,Potential Loyalists,6,2,994.8299999999999,2.0,11
CUST00832,Potential Loyalists,0,1,716.8,0.0,9
CUST00833,Potential Loyalists,67,1,1142.84,0.0,6
CUST00834,Champions,2,4,2049.66,1.0,6
CUST00835,Loyal Customers,157,9,6888.030000000001,1.0,8
CUST00836,Potential Loyalists,9,2,1640.21,0.0,7
CUST00837,Potential Loyalists,15,3,2428.7799999999997,0.0,7
CUST00838,Champions,9,6,4291.93,2.0,11
CUST00839,At Risk,162,3,1996.99,0.0,2
CUST00840,Loyal Customers,58,10,9432.94,4.0,3
CUST00841,Loyal Customers,99,8,6838.26,2.0,2
CUST00842,Loyal Customers,71,5,5478.280000000001,1.0,1
CUST00843,Potential Loyalists,45,1,803.69,1.0,1
CUST00844,Potential Loyalists,19,1,410.24,0.0,1
CUST00845,Loyal Customers,96,4,2758.2200000000003,2.0,4
CUST00846,Champions,41,9,7260.82,2.0,15
CUST00847,Champions,4,6,6336.01,2.0,12
CUST00848,Potential Loyalists,4,2,1094.36,0.0,8
CUST00849,Champions,6,7,4218.23,0.0,9
CUST00850,Potential Loyalists,7,2,2278.0299999999997,1.0,5
CUST00851,Potential Loyalists,0,2,1188.6200000000001,1.0,8
CUST00852,Potential Loyalists,66,3,1379.6599999999999,0.0,1
CUST00853,Potential Loyalists,61,1,318.94,1.0,9
CUST00854,At Risk,279,3,2249.63,0.0,1
CUST00855,At Risk,292,1,613.47,0.0,1
CUST00856,At Risk,135,1,2235.84,1.0,1
CUST00857,Loyal Customers,67,5,5033.19,3.0,3
CUST00858,At Risk,90,3,2363.5299999999997,0.0,1
CUST00859,Loyal Customers,169,4,2159.64,0.0,10
CUST00860,Potential Loyalists,79,1,1472.26,1.0,7
CUST00861,At Risk,170,3,1530.88,1.0,3
CUST00862,Loyal Customers,453,4,3934.7400000000002,0.0,2
CUST00863,Champions,25,4,2928.87,0.0,6
CUST00864,At Risk,138,2,1042.98,2.0,2
CUST00865,Potential Loyalists,50,2,1503.1100000000001,1.0,10
CUST00866,Potential Loyalists,26,1,1280.71,0.0,5
CUST00867,Potential Loyalists,15,1,424.64,1.0,6
CUST00868,Potential Loyalists,20,1,832.57,0.0,14
CUST00869,Loyal Customers,93,7,4021.25,2.0,0
CUST00870,Loyal Customers,86,7,5454.610000000001,1.0,13
CUST00871,Loyal Customers,122,8,7332.96,2.0,3
CUST00872,At Risk,125,3,1959.48,0.0,6
CUST00873,Champions,3,4,4213.62,0.0,2
CUST00874,Potential Loyalists,21,1,511.56,0.0,7
CUST00875,Potential Loyalists,30,1,363.1,0.0,1
CUST00876,Potential Loyalists,36,3,1392.13,2.0,6
CUST00877,Potential Loyalists,63,3,1904.33,1.0,7
CUST00878,At Risk,134,2,2578.68,0.0,12
CUST00879,Loyal Customers,155,6,5967.77,0.0,4
CUST00880,Champions,16,4,2399.63,1.0,11
CUST00881,Champions,4,8,9492.15,0.0,6
CUST00882,Potential Loyalists,85,2,894.79,1.0,2
CUST00883,At Risk,126,3,6706.94,0.0,1
CUST00884,At Risk,271,1,365.93,0.0,1
CUST00885,Champions,31,8,6880.8099999999995,2.0,10
CUST00886,Champions,1,5,2647.05,3.0,3
CUST00887,Potential Loyalists,9,3,2344.2,2.0,0
CUST00888,At Risk,108,3,2556.74,0.0,0
CUST00889,Potential Loyalists,44,3,2012.98,1.0,2
CUST00890,Potential Loyalists,24,1,631.59,1.0,1
CUST00891,Potential Loyalists,13,3,3475.43,0.0,0
CUST00892,Potential Loyalists,9,1,360.98,0.0,5
CUST00893,At Risk,99,2,2269.27,0.0,5
CUST00894,Potential Loyalists,25,2,1903.85,2.0,2
CUST00895,Loyal Customers,54,4,1415.7,1.0,14
CUST00896,Champions,10,9,7413.08,2.0,3
CUST00897,Potential Loyalists,13,1,584.95,0.0,3
CUST00898,Loyal Customers,339,6,4353.639999999999,1.0,2
CUST00899,At Risk,187,1,574.65,1.0,4
CUST00900,Potential Loyalists,58,2,1242.65,1.0,1
CUST00901,Champions,35,4,2025.21,3.0,9
CUST00902,Potential Loyalists,6,1,1318.64,0.0,5
CUST00903,Potential Loyalists,42,1,632.18,1.0,13
CUST00904,Champions,41,7,5113.860000000001,4.0,7
CUST00905,Champions,30,5,5594.75,2.0,11
CUST00906,Potential Loyalists,38,2,1449.41,0.0,3
CUST00907,At Risk,220,3,2874.51,2.0,2
CUST00908,Potential Loyalists,27,2,2799.02,1.0,3
CUST00909,At Risk,185,1,615.14,1.0,0
CUST00910,At Risk,127,1,1239.32,1.0,3
CUST00911,Champions,30,9,5240.42,1.0,2
CUST00912,At Risk,138,2,1516.54,0.0,0
CUST00913,At Risk,183,3,1818.9,1.0,1
CUST00914,Potential Loyalists,36,3,1633.9099999999999,0.0,13
CUST00915,Loyal Customers,113,4,2277.22,2.0,1
CUST00916,Champions,20,5,4003.46,2.0,9
CUST00917,At Risk,286,3,1704.79,1.0,1
CUST00918,At Risk,236,2,1142.22,1.0,1
CUST00919,Potential Loyalists,10,2,1976.3400000000001,1.0,13
CUST00920,Loyal Customers,66,4,3650.77,2.0,12
CUST00921,At Risk,195,1,1335.06,1.0,3
CUST00922,Potential Loyalists,11,1,1131.6,0.0,9
CUST00923,Loyal Customers,57,7,4149.83,2.0,8
CUST00924,Champions,44,4,3018.21,0.0,1
CUST00925,Potential Loyalists,44,1,464.59,1.0,6
CUST00926,Potential Loyalists,1,3,1704.96,1.0,5
CUST00927,At Risk,343,1,617.86,0.0,1
CUST00928,At Risk,229,1,325.55,0.0,1
CUST00929,Potential Loyalists,43,1,325.51,0.0,5
CUST00930,Loyal Customers,59,4,2336.4900000000002,1.0,9
CUST00931,Potential Loyalists,30,1,1030.44,0.0,11
CUST00932,Potential Loyalists,83,1,688.68,1.0,12
CUST00933,At Risk,205,3,2102.12,0.0,0
CUST00934,Champions,44,10,6237.47,3.0,4
CUST00935,Champions,28,5,3594.4,0.0,7
CUST00936,Potential Loyalists,35,2,2188.31,1.0,3
CUST00937,Loyal Customers,126,5,3342.44,1.0,2
CUST00938,Potential Loyalists,26,3,4729.23,1.0,2
CUST00939,Potential Loyalists,9,1,560.91,0.0,7
CUST00940,At Risk,236,2,1727.24,2.0,0
CUST00941,Loyal Customers,183,5,3758.0600000000004,2.0,6
CUST00942,Potential Loyalists,7,1,407.18,1.0,4
CUST00943,Loyal Customers,346,5,3965.95,0.0,2
CUST00944,Loyal Customers,74,6,4456.65,1.0,1
CUST00945,Potential Loyalists,4,1,1143.18,0.0,5
CUST00946,At Risk,173,1,542.29,0.0,4
CUST00947,Champions,41,9,8603.45,2.0,0
CUST00948,Potential Loyalists,79,1,923.64,0.0,11
CUST00949,At Risk,130,2,1269.04,0.0,2
CUST00950,At Risk,209,3,3765.9,1.0,5
CUST00951,Potential Loyalists,62,1,602.19,0.0,6
CUST00952,Champions,42,8,4710.47,0.0,16
CUST00953,Potential Loyalists,9,3,1925.94,1.0,5
CUST00954,Potential Loyalists,25,2,769.86,0.0,12
CUST00955,Potential Loyalists,63,2,748.92,0.0,4
CUST00956,Champions,31,7,5800.25,2.0,10
CUST00957,Potential Loyalists,37,3,1481.5,1.0,5
CUST00958,At Risk,160,2,1033.42,1.0,2
CUST00959,Loyal Customers,63,7,3865.13,1.0,0
CUST00960,Loyal Customers,146,4,3772.4900000000002,2.0,1
CUST00961,Loyal Customers,151,6,4247.5599999999995,1.0,2
CUST00962,Potential Loyalists,22,1,349.41,1.0,9
CUST00963,At Risk,103,1,641.2,0.0,9
CUST00964,At Risk,219,3,2167.08,0.0,0
CUST00965,Potential Loyalists,8,2,507.14,2.0,5
CUST00966,Potential Loyalists,40,1,2196.79,1.0,4
CUST00967,At Risk,218,2,2065.27,1.0,2
CUST00968,Loyal Customers,98,6,6505.79,1.0,12
CUST00969,Champions,31,4,2654.59,1.0,14
CUST00970,At Risk,188,3,1607.64,1.0,6
CUST00971,Loyal Customers,62,8,5099.62,1.0,20
CUST00972,Loyal Customers,64,5,5941.2,1.0,5
CUST00973,Champions,22,7,2980.9700000000003,2.0,4
CUST00974,Loyal Customers,79,5,3559.55,2.0,11
CUST00975,Loyal Customers,50,4,2517.6099999999997,0.0,11
CUST00976,Champions,5,7,5735.389999999999,2.0,9
CUST00977,Potential Loyalists,5,2,1375.4499999999998,0.0,9
CUST00978,At Risk,307,1,725.16,1.0,0
CUST00979,Loyal Customers,103,8,6304.8099999999995,1.0,5
CUST00980,Potential Loyalists,81,1,492.33,0.0,4
CUST00981,Loyal Customers,103,8,6263.0,1.0,6
CUST00982,Loyal Customers,90,4,1862.8899999999999,3.0,4
CUST00983,At Risk,256,2,1982.29,1.0,1
CUST00984,Potential Loyalists,44,2,1055.25,0.0,3
CUST00985,Potential Loyalists,85,1,734.6,1.0,5
CUST00986,Loyal Customers,62,5,3357.17,0.0,1
CUST00987,Champions,7,5,5784.1,1.0,2
CUST00988,Champions,3,6,4188.58,0.0,3
